Company Name,Symbol,ISIN Code,Macro Sector,Sector,Industry,Basic Industry,Category,Justification,Notes
Engineers India Ltd.,ENGINERSIN,INE510A01028,Industrials,Construction,Construction,Civil Construction,Green,"Engineering consultancy and EPC contractor focused on the hydrocarbon value chain — refineries, oil & gas processing and petrochemicals (engineered 20 of India's 23 refineries) — plus metallurgy and infrastructure. Uses engineering services, steel and concrete; no animal-derived input. Green, consistent with cement and other construction/engineering firms.",
G R Infraprojects Ltd.,GRINFRA,INE201P01022,Industrials,Construction,Construction,Civil Construction,Green,"Roads and highways EPC contractor (also produces bitumen and road-construction materials) using cement, steel and aggregates — animal-neutral. Downstream use is tertiary. Green.",
H.G. Infra Engineering Ltd.,HGINFRA,INE926X01010,Industrials,Construction,Construction,Civil Construction,Green,"EPC contractor for roads, highways and railway infrastructure using cement, steel and aggregates — animal-neutral materials. Green, consistent with cement.",
Hindustan Construction Co. Ltd.,HCC,INE549A01026,Industrials,Construction,Construction,Civil Construction,Green,"Builds dams, tunnels, bridges, hydropower and nuclear-power infrastructure using cement, steel and concrete — animal-neutral materials. Downstream use is tertiary. Green.",
IRB Infrastructure Developers Ltd.,IRB,INE821I01022,Industrials,Construction,Construction,Civil Construction,Green,"Develops and operates highways and toll roads (BOT/toll model) built with cement, steel, bitumen and aggregates — animal-neutral. Green, consistent with cement.",
IRCON International Ltd.,IRCON,INE962Y01021,Industrials,Construction,Construction,Civil Construction,Green,"Railway-infrastructure PSU building tracks, bridges, stations and electrification using steel, cement and concrete — animal-neutral materials. Single neutral sector; Green.",
Isgec Heavy Engineering Ltd.,ISGEC,INE858B01029,Industrials,Construction,Construction,Civil Construction,Green,"Heavy-engineering and EPC company making boilers, process-plant equipment and undertaking turnkey projects from steel and mechanical components — animal-neutral. Green.",
J.Kumar Infraprojects Ltd.,JKIL,INE576I01022,Industrials,Construction,Construction,Civil Construction,Green,"Builds metros, flyovers, roads, bridges and tunnels using cement, steel and concrete — animal-neutral materials. Downstream use is tertiary. Green.",
KNR Constructions Ltd.,KNRCON,INE634I01029,Industrials,Construction,Construction,Civil Construction,Green,"Civil construction company building roads, highways, flyovers and irrigation/water infrastructure using cement, steel, bitumen and aggregates — animal-neutral materials. No material animal-derived input; any downstream use is tertiary. Green, consistent with cement.",
Kalpataru Projects International Ltd.,KPIL,INE220B01022,Industrials,Construction,Construction,Civil Construction,Green,"PC contractor for power-transmission lines, pipelines, railways and buildings using steel, cement and concrete — animal-neutral materials. Green.",
Kec International Ltd.,KEC,INE389H01022,Industrials,Construction,Construction,Civil Construction,Green,"EPC contractor for power transmission, railways, civil and cabling projects using steel, cement and concrete — animal-neutral materials. Green.",
Larsen & Toubro Ltd.,LT,INE018A01030,Industrials,Construction,Construction,Civil Construction,Orange,"Diversified engineering, procurement, and construction (EPC) conglomerate. Infrastructure, hydrocarbon, and heavy engineering form the dominant business (>90% FY26 revenue). Defence equipment and naval shipbuilding represent a minor product line (<5% revenue), placing the company in Orange under Section 7.",
Man Infraconstruction Ltd.,MANINFRA,INE949H01023,Industrials,Construction,Construction,Civil Construction,Green,"EPC contractor for ports, residential, commercial and industrial construction using cement, steel and concrete — animal-neutral materials. Green.",
NBCC (India) Ltd.,NBCC,INE095N01031,Industrials,Construction,Construction,Civil Construction,Green,"PSU providing project-management consultancy and real-estate development; construction uses cement, steel and concrete — animal-neutral materials. Downstream use is tertiary. Green.",
NCC Ltd.,NCC,INE868B01028,Industrials,Construction,Construction,Civil Construction,Green,"EPC contractor for buildings, roads, water, railways and electrical projects using cement, steel and concrete — animal-neutral materials. Green.",
PNC Infratech Ltd.,PNCINFRA,INE195J01029,Industrials,Construction,Construction,Civil Construction,Green,"EPC contractor for highways, roads and water-supply infrastructure using cement, steel, bitumen and aggregates — animal-neutral materials. Green.",
Patel Engineering Ltd.,PATELENG,INE244B01030,Industrials,Construction,Construction,Civil Construction,Green,"Builds dams, tunnels, hydropower and irrigation projects using cement, steel and concrete — animal-neutral materials. Green.",
Power Mech Projects Ltd.,POWERMECH,INE211R01019,Industrials,Construction,Construction,Civil Construction,Green,"Power-plant erection, electrical-EPC and O&M services using steel and mechanical equipment — animal-neutral. Green.",
RITES Ltd.,RITES,INE320J01015,Industrials,Construction,Construction,Civil Construction,Green,"Railway transport-engineering and consultancy PSU providing design, inspection and project services — an animal-neutral professional service in a single neutral sector. Green.",
Rail Vikas Nigam Ltd.,RVNL,INE415G01027,Industrials,Construction,Construction,Civil Construction,Green,"Railway-infrastructure execution PSU building tracks, electrification, bridges and stations using steel, cement and concrete — animal-neutral materials. Single neutral sector; Green.",
Ramky Infra Ltd.,RAMKY,INE874I01013,Industrials,Construction,Construction,Civil Construction,Green,"EPC contractor for roads, water, industrial parks and environmental infrastructure using cement, steel and concrete — animal-neutral materials. Green.",
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,INE00M201021,Industrials,Construction,Construction,Civil Construction,Green,"Solar-power EPC contractor building renewable-energy plants from panels, steel and electrical equipment — animal-neutral. Green.",
Techno Electric & Engineering Company Ltd.,TECHNOE,INE285K01026,Industrials,Construction,Construction,Civil Construction,Green,"Power-sector EPC contractor (transmission lines, substations) using steel and electrical equipment — animal-neutral. Green.",
Welspun Enterprises Ltd.,WELENT,INE625G01013,Industrials,Construction,Construction,Civil Construction,Green,"EPC and BOT developer of roads, highways and water-supply infrastructure using cement, steel, bitumen and aggregates — animal-neutral materials. Green.",
Coal India Ltd.,COALINDIA,INE522F01014,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal,Green,"India's largest coal producer, mining and processing coal for power generation and industry. Coal is an inorganic mineral with no animal-derived input; habitat disturbance is an environmental and biodiversity matter outside our animal-harm-via-product criteria, and supplying coal to other industries is generic enabling, so Green - consistent with bauxite, iron-ore, zinc and copper miners.",
Sandur Manganese & Iron Ores Ltd.,SANDUMA,INE149K01016,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal,Green,"Mines and processes manganese ore and iron ore, with ferro-alloy and coke operations. These are inorganic minerals with no animal-derived input; habitat disturbance is an environmental matter outside our animal-harm criteria, so Green - consistent with NMDC, MOIL and other ore miners.",
Ashok Leyland Ltd.,ASHOKLEY,INE208A01029,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,Orange,"Commercial trucks and buses dominate revenue, but the company is the Indian Army's principal military-mobility manufacturer — Stallion 4x4/6x6 troop carriers (over 70,000 in service, roughly 80% of the Army's heavy-vehicle fleet), Field Artillery Tractors and Gun Towing Vehicles for artillery units, Light Specialist Vehicles and around 30 purpose-built military platforms in all, with a defence order book of about ₹2,000 crore (roughly 2% of revenue). Purpose-built military platforms as a genuine minority line place it in Orange under the minority-weapons-line rule.",
Chemplast Sanmar Ltd.,CHEMPLASTS,INE488A01050,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures PVC resin, caustic soda, chlorochemicals and specialty paste PVC from petrochemical and inorganic feedstock - no material animal-derived input, so Green.",
Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT,INE501A01019,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures industrial chemicals (ammonia, nitric acid, technical ammonium nitrate), fertilisers and mining chemicals from petrochemical and mineral feedstock - no material animal-derived input, so Green.",
GHCL Ltd.,GHCL,INE539A01019,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures soda ash and sodium bicarbonate from limestone, salt and inorganic minerals - no material animal-derived input, so Green.",
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,INE186A01019,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures caustic soda, chlorine, chloromethanes and other inorganic chlor-alkali chemicals - no material animal-derived input, so Green.",
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC,INE113A01013,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures fertilisers and industrial chemicals (urea, ammonia, TDI, methanol, acetic acid) from petrochemical and mineral feedstock - no material animal-derived input, so Green.",
India Glycols Ltd.,INDIAGLYCO,INE560A01023,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures glycols, ethylene-oxide derivatives and bio-based specialty chemicals from petrochemical and grain-alcohol feedstock - no material animal-derived input, so Green.",
Tata Chemicals Ltd.,TATACHEM,INE092A01019,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures soda ash, sodium bicarbonate, salt and other inorganic chemicals from limestone, brine and minerals - no material animal-derived input, so Green.",
Thirumalai Chemicals Ltd.,TIRUMALCHM,INE338A01024,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures phthalic anhydride, maleic anhydride and food acids from petrochemical feedstock - no material animal-derived input, so Green.",
Cummins India Ltd.,CUMMINSIND,INE298A01020,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Green,"Manufactures diesel and gas engines and power-generation equipment - metal machinery; ""mechanical engineering uses animal-derived lubricants"" is a non-material operational input, so Green.",
Elgi Equipments Ltd.,ELGIEQUIP,INE285A01027,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Green,"Manufactures air compressors and compressed-air systems - metal machinery; the lubricant basis is a non-material operational input, so Green.",
Greaves Cotton Ltd.,GREAVESCOT,INE224A01026,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Green,"Manufactures engines, powertrains and pumpsets - metal machinery; the lubricant basis is a non-material operational input, so Green.",
Ingersoll Rand (India) Ltd.,INGERRAND,INE177A01018,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Green,"Manufactures air compressors and industrial tools - metal machinery; the lubricant basis is a non-material operational input, so Green.",
Kirloskar Brothers Ltd.,KIRLOSBROS,INE732A01036,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Green,"Manufactures pumps and fluid-management systems - metal machinery; the lubricant basis is a non-material operational input, so Green.",
Kirloskar Oil Eng Ltd.,KIRLOSENG,INE146L01010,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Green,"Manufactures diesel engines and gensets - metal machinery; the lubricant basis is a non-material operational input, so Green.",
Kirloskar Pneumatic Company Ltd.,KIRLPNU,INE811A01020,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",Green,"Manufactures compressors and pneumatic/air systems - metal machinery; the lubricant basis is a non-material operational input, so Green.",
Birlasoft Ltd.,BSOFT,INE836A01035,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Coforge Ltd.,COFORGE,INE591G01025,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
HCL Technologies Ltd.,HCLTECH,INE860A01027,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Happiest Minds Technologies Ltd.,HAPPSTMNDS,INE419U01012,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Infosys Ltd.,INFY,INE009A01021,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Intellect Design Arena Ltd.,INTELLECT,INE306R01017,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
KPIT Technologies Ltd.,KPITTECH,INE04I401011,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
LTM Ltd.,LTM,INE214T01019,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Latent View Analytics Ltd.,LATENTVIEW,INE0I7C01011,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Mastek Ltd.,MASTEK,INE759A01021,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
MphasiS Ltd.,MPHASIS,INE356A01018,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Newgen Software Technologies Ltd.,NEWGEN,INE619B01017,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Persistent Systems Ltd.,PERSISTENT,INE262H01021,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Rategain Travel Technologies Ltd.,RATEGAIN,INE0CLI01024,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Sonata Software Ltd.,SONATSOFTW,INE269A01021,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Tata Consultancy Services Ltd.,TCS,INE467B01029,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Tata Elxsi Ltd.,TATAELXSI,INE670A01012,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Tech Mahindra Ltd.,TECHM,INE669C01036,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Wipro Ltd.,WIPRO,INE075A01022,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Zensar Technolgies Ltd.,ZENSARTECH,INE520A01027,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Netweb Technologies India Ltd.,NETWEB,INE0NT901020,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,Green,"Provides generic technology services including software development, IT consulting, and technology-enabled services with a diverse client base across industries. No material involvement in animal harm.",
Action Construction Equipment Ltd.,ACE,INE731H01025,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,Green,"Manufactures mobile/tower cranes, forklifts, material-handling and construction/agri equipment — general-purpose machinery with no animal-derived input.",
BEML Ltd.,BEML,INE258A01024,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,Red,"Manufactures mining and construction equipment, rail and metro coaches, and defence heavy mobility equipment. Defence and aerospace products contribute ~15–25% of consolidated FY26 revenue, exceeding the 10% threshold for harmful business lines under Section 7, placing the company in Red.",
Dixon Technologies (India) Ltd.,DIXON,INE935N01020,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,Green,"Manufactures consumer electronics (TVs, refrigerators, washing machines). Electronics manufacturing does not involve animal testing or animal-derived inputs.",
Havells India Ltd.,HAVELLS,INE176B01034,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,Green,"Manufactures consumer electronics (TVs, refrigerators, washing machines). Electronics manufacturing does not involve animal testing or animal-derived inputs.",
Hindustan Copper Ltd.,HINDCOPPER,INE531E01026,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,Green,Extracts and refines copper from ore. Hydrometallurgical and electrorefining processes do not involve animal testing or animal-derived inputs.,
Dodla Dairy Ltd.,DODLA,INE021O01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,Red,"Processes and markets milk, curd, butter, cheese, and paneer. Dairy farming involves continuous animal exploitation: forced artificial insemination, calf separation within hours of birth, and eventual slaughter of non-productive animals. Male calves are often discarded.",
Heritage Foods Ltd.,HERITGFOOD,INE978A01027,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,Red,"Processes and markets milk, curd, butter, cheese, and paneer. Dairy farming involves continuous animal exploitation: forced artificial insemination, calf separation within hours of birth, and eventual slaughter of non-productive animals. Male calves are often discarded.",
Bharat Electronics Ltd.,BEL,INE263A01024,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defence,Red,"State-owned defence electronics major - radars, sonars, missile fire-control and electronic-warfare systems, communications and naval combat management - supplied principally to the Indian armed forces. Weapons and military platforms are a harmful-product category under Section 8, so Red.",
Central Depository Services (India) Ltd.,CDSL,INE736A01011,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Green,"Operates as a securities depository (dematerialised holding and settlement of shares). This is neutral capital-market infrastructure; it does not produce, finance or direct capital to animal-based businesses, and the link to any issuer's activities is tertiary",
Computer Age Management Services Ltd.,CAMS,INE596I01020,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Green,"Registrar and transfer agent for mutual funds - record-keeping, transaction processing and investor servicing. Neutral market infrastructure that neither lends nor invests capital of its own, so Green, consistent with the depositories and exchanges.",
Kfin Technologies Ltd.,KFINTECH,INE138Y01010,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Green,"Registrar and transfer agent and investor-solutions provider for mutual funds and corporate issuers. Neutral market infrastructure that neither lends nor invests capital of its own, so Green, consistent with the depositories and exchanges.",
Nazara Technologies Ltd.,NAZARA,INE418L01047,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,Green,"Its current revenue is entirely from esports, casual/mobile gaming, kids' edutainment, sports media and ad-tech (video games are not a vice). Its only gambling exposure — a minority stake in PokerBaazi's parent, Moonshine — contributed zero revenue and was written down after India's 2025 real-money-gaming ban.",
3M India Ltd.,3MINDIA,INE470A01017,Diversified,Diversified,Diversified,Diversified,Green,"Diversified industrial and consumer-products company making abrasives, adhesives and tapes, films, personal-safety and protective equipment, healthcare and consumer products (Scotch, Post-it). These are synthetic and industrial products with no material animal-derived input, so Green.",
Balmer Lawrie & Co. Ltd.,BALMLAWRIE,INE164A01016,Diversified,Diversified,Diversified,Diversified,Orange,"Diversified PSU conglomerate (industrial packaging, greases and lubricants, logistics, cold chain, travel) that also manufactures leather chemicals - fatliquors, syntans and retanning agents - supplied specifically to the leather-tanning (animal-hide) industry. Because this is a product made specifically for an animal-processing industry, it is rated Orange: a genuine but minority animal-linked product line within an otherwise neutral conglomerate.",
DCM Shriram Ltd.,DCMSHRIRAM,INE499A01024,Diversified,Diversified,Diversified,Diversified,Orange,"Diversified industrial group operating in Chlor-Vinyl (caustic soda, PVC) and sugar refining as dominant business lines (~80% FY26 revenue). Manufactures crop protection insecticides as a minor agricultural product line (<10% revenue), placing it in Orange under Section 7.",
Godrej Industries Ltd.,GODREJIND,INE233A01035,Diversified,Diversified,Diversified,Diversified,Red,"Holding company of the Godrej group whose operating value includes Godrej Agrovet - a major animal-agribusiness in animal feed, poultry and dairy (Creamline) - alongside Godrej Consumer (household insecticides) and Godrej Properties. The dominant Agrovet animal-feed/poultry/dairy business makes this a material animal-harm conglomerate, so Red.",
Sindhu Trade Links Ltd.,SINDHUTRAD,INE325D01025,Diversified,Diversified,Diversified,Diversified,Green,"Diversified group focused on coal and mineral logistics, trading and transportation services - extractive-logistics and trading activities with no material animal-derived input or revenue, so Green.",
CMS Info Systems Ltd.,CMSINFO,INE925R01014,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"India's largest cash-management company - ATM cash logistics and replenishment, retail cash management and managed services (brown-label ATMs, banking automation). A cash-logistics and services business with no animal-derived inputs, so Green.",
Hemisphere Properties India Ltd.,HEMIPROP,INE0AJG01018,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"Provides diversified commercial services (facilities management, staffing, security). Service operations do not directly involve animal harm.",
NESCO Ltd.,NESCO,INE317F01035,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"Provides diversified commercial services (facilities management, staffing, security). Service operations do not directly involve animal harm.",
Quess Corp Ltd.,QUESS,INE615P01015,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"Provides diversified commercial services (facilities management, staffing, security). Service operations do not directly involve animal harm.",
Teamlease Services Ltd.,TEAMLEASE,INE985S01024,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"Provides diversified commercial services (facilities management, staffing, security). Service operations do not directly involve animal harm.",
Hindustan Foods Ltd.,HNDFDS,INE254N01026,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,Red,"Contract manufacturer whose own-stated core competencies are FMCG and leather products - it manufactures leather shoes and accessories (for brands such as Gabor and US Polo) and runs a dairy ice-cream plant, alongside food, home- and personal-care job-work. Leather and dairy manufacturing are material animal-derived activities, so Red.",
Hindustan Unilever Ltd.,HINDUNILVR,INE030A01027,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,Red,"India's largest FMCG and personal-care company. Its ice-cream business (Kwality Wall's, Cornetto, Magnum) was demerged into Kwality Wall's India Ltd effective 1 December 2025, but HUL retains Horlicks and Boost - malted-milk food drinks in which milk solids are a core ingredient - as a growing Lifestyle Nutrition business of roughly 6-8% of FY26 turnover of Rs 63,763 crore, alongside egg-based mayonnaise in Packaged Foods. It is also India's largest cosmetics and personal-care maker (Lakme, Dove, Pond's, Vaseline) and its Unilever group is classified by PETA as 'working for regulatory change', meaning it conducts animal tests where a regulator requires them - the same cosmetics-maker basis applied to Colgate, Gillette and P&G, so Red.",
ITC Ltd.,ITC,INE154A01025,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,Red,"Diversified FMCG-and-cigarettes major; makes dairy products and frozen non-vegetarian foods (ITC Master Chef prawns/chicken) and runs hotels with non-vegetarian F&B - genuine animal-derived food lines - while its core cigarette business is also a harmful-product (vice) line, so Red.",
Vedanta Ltd.,VEDL,INE205A01025,Commodities,Metals & Mining,Diversified Metals,Diversified Metals & Mining,Green,"Diversified natural-resources conglomerate operating in zinc, lead and silver (Hindustan Zinc), aluminium, oil and gas (Cairn), copper, iron ore, steel and power. All are extractive and metallurgical activities using inorganic inputs with no material animal-derived input, so Green.",
Avenue Supermarts Ltd.,DMART,INE192R01011,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,Orange,"Value retail chain (DMart); revenue mix is roughly 57% food and grocery (staples, packaged foods, dairy, household essentials), 20% non-food FMCG and 22% general merchandise and apparel. Animal-derived items such as dairy, eggs, some packaged non-veg and leather footwear are a minority of a broad, staples-led grocery basket rather than the core of the business, so the direct/enabling exposure is below the Red threshold, consistent with peer value retailer Vishal Mega Mart (Orange).",
Electronics Mart India Ltd.,EMIL,INE02YR01019,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,Green,"A consumer-electronics and home-appliances retailer (televisions, refrigerators, ACs, mobiles); it sells no meat, leather or cosmetics, so the earlier template was inaccurate - electronics retail has no material animal-derived involvement, so Green.",
V-Mart Retail Ltd.,VMART,INE665J01013,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,Orange,"Value fashion and general-merchandise retailer (apparel, accessories and some grocery/FMCG) for smaller towns; animal-derived lines - some leather/wool apparel and a minority grocery basket - are a minority of a mostly-apparel business, so Orange.",
Sudarshan Chemical Industries Ltd.,SUDARSCHEM,INE659A01023,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,Green,"Manufactures synthetic organic and inorganic pigments for coatings, plastics and inks - modern synthetic chemistry with no material animal-derived colorant, so Green.",
AWL Agri Business Ltd.,AWL,INE699H01024,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Green,"Refines and packages plant-derived edible oils (soya, sunflower, mustard, rice-bran, groundnut, cottonseed) and sells rice, pulses, besan, soya chunks, wheat flour, sugar and palm-based oleochemicals and soap. The portfolio is plant-based with no dairy or meat line;",
Marico Ltd.,MARICO,INE196A01026,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Green,"Sells Parachute coconut oil (about 44% of revenue) and Saffola refined edible oils (about 23%), value-added hair oils, Saffola oats and male-grooming products. The portfolio is overwhelmingly plant-based, with only a negligible Saffola honey line as animal-derived;",
Patanjali Foods Ltd.,PATANJALI,INE619A01035,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Orange,"Predominantly an edible-oil and plant-food company - refined and crude edible oils (palm, soya, mustard, sunflower), vanaspati and bakery fats, plus atta, rice, biscuits, noodles, soya and nutraceuticals - with ghee (dairy) a growing but minority part of the FMCG segment. Because animal-derived products (mainly ghee) are a genuine but minority line within a largely plant-based portfolio, it is rated Orange, consistent with Adani Wilmar and Marico.",
NIIT Learning Systems Ltd.,NIITMTS,INE342G01023,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,Green,Provides education and training services. Educational operations do not directly involve animal testing or animal-derived inputs.,
Graphite India Ltd.,GRAPHITE,INE371A01025,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,Green,"Manufactures graphite electrodes, carbon products, and refractory materials. High-temperature processing of carbon and mineral materials without animal involvement.",
H.E.G. Ltd.,HEG,INE545A01024,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,Green,"Manufactures graphite electrodes, carbon products, and refractory materials. High-temperature processing of carbon and mineral materials without animal involvement.",
RHI MAGNESITA INDIA LTD.,RHIM,INE743M01012,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,Green,"Manufactures graphite electrodes, carbon products, and refractory materials. High-temperature processing of carbon and mineral materials without animal involvement.",
Vesuvius India Ltd.,VESUVIUS,INE386A01023,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,Green,"Manufactures graphite electrodes, carbon products, and refractory materials. High-temperature processing of carbon and mineral materials without animal involvement.",
PG Electroplast Ltd.,PGEL,INE457L01029,#N/A,#N/A,Consumer Electronics,Electronics - Components,Green,"Manufactures electronic components (semiconductors, capacitors, PCBs). Electronics manufacturing does not involve animal testing or animal-derived inputs.",
Cartrade Tech Ltd.,CARTRADE,INE290S01011,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,Green,"Operates automotive digital marketplaces and auction platforms - CarWale, CarTrade, BikeWale, OLX India and Shriram Automall - for new and used vehicles, parts and vehicle remarketing. The platform deals in vehicles, not animal-derived goods, so there is no material animal linkage; Green.",
FSN E-Commerce Ventures Ltd.,NYKAA,INE388Y01029,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,Orange,"Beauty- and fashion-led e-retail platform (about 70% beauty & personal care, plus fashion and in-house brands). Its animal nexus is a minority — some leather fashion accessories and a minority of cosmetics containing animal-derived ingredients — within a mostly synthetic-beauty and apparel catalogue. Sells no meat. Orange for that minority animal-product retail line.",
